Text,Label,Unique_Label
"Pass up what?  These little fish swim onto the beach, they flop around, and swim away.  And then they die.",6,2124
"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",6,2125
this is a big night for these guys.  Life's last orgy.,1,2126
"What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats.",5,2127
Yeah they do.,6,545
"Ah, Augie.",6,2128
Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,6,2129
There's--there's a bit of the magic--some unexplainable here.  I don't see how you can not be interested.,5,2130
I'm just not.,6,549
For real?,5,550
Yeah.,6,2
"I don't get it.  The first time we came here, you said it was the best night of your life.",5,2131
"And last year, I remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn't even notice until we got in the car.",6,2132
"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions.",6,2133
We weren't in a good spot.,0,2134
We didn't see them the first time either.,5,2135
"We just weren't in a good spot.  This is a much better spot.  Believe me, I've got good instincts for these things.",6,2136
There is that--no that's just seaweed isn't it?,6,2137
"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",5,2138
"Somewhere out there, this huge mass of silver fish swimming this way.",6,2139
"They don't know why, we don't know why.  Nobody sent them an invitation or a map, it wasn't a decision, just-",5,2140
"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",6,2141
It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,6,2142
"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",6,2143
"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",5,2144
That's the wind.,6,565
"Well, so what do you think?",6,2145
About what?,5,567
What I was saying.,6,2146
It's ridiculous.,6,2147
"Well, so what do you think?",6,2145
About what?,5,567
What I was saying.,6,2146
It's ridiculous.,6,2147
It certainly is not.  It's slightly exaggerated scientific fact.,6,573
It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.,5,2148
"Well, I'm not the only one.  Look at all these people.",6,2149
"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.",1,2150
Are we talking about the same thing?,5,1392
"Well, I'm sorry, but it's still just fish to me.",6,2151
"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",6,2152
"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",3,2153
"Well, what's bugging you?",3,2154
We just have different ideas of what this evening is supposed to look like.,6,2155
"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",4,2156
"For heaven sake, we're not going to see the grunions.",6,2157
Why not?,6,179
"We never do, do we?  I mean, have we ever?",5,2158
We've missed them twice.  That's not ever.,6,2159
Twice is every time we've tried. That's ever.,6,2160
"Well, we'll see them this year.",6,2161
"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",0,2162
"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",6,2163
I thought you wanted to see it.,6,591
You don't understand anything I'm saying.,3,1408
"No, of course not.",6,2164
I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,6,2165
It's just fish.  Nothing to get traumatized about.,6,2166
"For heaven sake, this isn't about fish.",6,2167
"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",6,2168
"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.",6,2169
"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",1,2170
"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",6,2171
"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",6,2172
"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",5,2173
"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",6,2174
"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",1,2175
Wait a minute.  I've got it.,6,2176
"Just dancing barefoot in the sand, drinking champagne out of the bottle.",6,2177
"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",6,2178
"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",6,2179
I'd rather not remember some things.  I would rather not hope for some things.,6,2180
"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",1,2181
No.,6,136
You want me to go get some champagne?,3,1426
No.,6,136
Take off our shoes?,5,2182
No. No.,6,2183
"Well, what?  You want me to breathe in your ear?",5,2184
No.,6,136
You wanna get married again?,5,2185
No.,6,136
What?  What?  You want a divorce?,5,2186
No.,6,136
A vacation?,5,618
No.,6,136
"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?",5,2187
I want something to turn out the way that it's supposed to.,6,1432
"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",6,2188
"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",5,2189
"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",1,2190
"'cause you know what you get, Carla?  You know what you get?  This.",6,2191
This.  What?  What is this?  This isn't even anything.,5,2192
"Yes, it is.",6,1561
"Uh, right this is standing on the beach.  This is waiting.  This is fighting.",6,2193
Right.,6,533
Well.  This isn't anything like I thought anything would be like.,6,2194
"I know, me neither.",6,2195
"I mean, this is just this.  It includes a lot and everything, but it isn't something else.  Do you have any idea what I'm trying to say?",6,2196
I'm doing the best I can.,6,630
"I know that, Augie.  Really, I do.",6,2197
"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",5,2198
Maybe if you were with somebody else too.,6,2199
I didn't say that.,6,157
"No, I know.  But still.  I know I don't make you happy.",0,2200
"Oh, for heaven sake, whatever I'm doing, I'd rather be doing it with you.",6,2201
Yeah?,5,636
"Oh, don't be ridiculous.  I mean, don't you know that?",3,2202
You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,6,2203
"Well, now that you mention it.  No, I don't.",6,2204
"Okay.  Fine so.  We're in the wrong spot, but we're with the right person.",6,2205
"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",5,2206
"Yeah, I noticed that.  Looks pretty, doesn't it?  Big ol' white moon.",5,2207
"Well, look what we have here.",6,2208
"Augie, you brought refreshments.",6,1457
It's not champagne.,6,647
"Well, then we don't need glasses.",6,2209
You still cold?  Do you wanna go home?,5,2210
No.  I think you might be right.  Maybe this is the spot after all.,6,2211
"Augie, I'm sorry.",0,651
Shh.  If we're very quiet the fish might come.,4,2212
Or not.,6,653
Or not.,6,653
Good God.,5,654
Do you think it's them?,5,1462
I wonder.,5,656
"Well, nobody know we're here except Freda and she wouldn't ring up.",6,2213
"Must be them, then.",6,2214
What're we gonna do?,3,2215
"We're all right, darling, aren't we?  Whatever happens.",6,2216
"Now and always, sweet.",6,661
I don't care then.,6,662
It was bound to come sooner or later.,6,2217
Hello?  Hello?  What?  Wrong number.,5,2218
"Ah, it send shivers up my spine.",4,2219
What do we do if they suddenly walk in on us?,5,2220
Behave exquisitely.,6,2221
With the most perfect poise?,6,2222
"Oh, of course.  I shall probably do a court curtsy.",6,2223
Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,4,2224
What's so horrible is that one can't stay happy.,4,2225
"Oh, darling, don't say that.",6,2226
It's true.  The whole business is a very poor joke.,6,2227
"Meaning that sacred and beautiful thing, love?",6,2228
"Yes, meaning just that.",6,2229
"Oh, what does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",5,2230
Don't laugh at me.  I'm serious.,0,2231
"You mustn't be serious, my dear one.  That's just what they want.",3,2232
Who's they?,5,680
All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.,1,2233
Flippancy brings out the acid in their damn sweetness and light.,6,2234
"If I laugh at everything, then I must laugh at us too.",1,2235
"Certainly, you must.  We're figures of fun, alright.",1,2236
"Well how long will it last us, this ludicrous overbearing love of ours.",6,2237
Who knows.,6,2238
"Well, shall we always want to bicker and fight?",6,2239
"No, that desire will fade.  Along with our passion.",0,2240
"Oh, dear, shall we like that?",6,2241
Depends on how well we've played.,6,2242
"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",6,2243
Yes.  Yes. With all his might.,6,2244
"That's serious enough, isn't it?",3,2245
"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.",6,2246
"Darling, I believe you're talking nonsense.",3,2247
So is everyone else in the long run.,6,2248
"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.",1,2249
"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",6,2250
"Elliott, worms don't pop.",6,2251
"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",3,2252
"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",3,2253
You remember that awful scene we had in Venice?,4,2254
Which particular one?,6,703
The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,6,2255
Charles.  That was his name.  Charles.  He did wriggle so beautifully.,6,2256
"Ah, horrible thing.  I hated it.",6,2257
"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",0,2258
How long did that row last?,6,709
It went in intermittently for days.,6,2259
The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,6,2260
It burned my comb too and all the towels in the bathroom.,6,2261
"That was a rouser, wasn't it?",6,713
That was the first time you ever hit me.,5,2262
I didn't hit you very hard.,6,2263
"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",6,2264
"Oh, I'll never forget his face.",6,2265
It was ridiculous.  Completely ridiculous.,6,2266
We were very much younger then.,6,722
And very much sillier.,1,723
"As a matter of fact, the real cause of that row was Peter Burden.",6,2267
"As a matter of fact, the real cause of that row was Peter Burden.",6,2267
"Honey, you knew there was nothing in that.",5,2268
I knew nothing of the sort.  You took presents from him.,6,724
Presents?  Just a trivial little broach.,6,2269
"Ah, yes, I remember it well.  Bristling with diamonds in the worst possible taste.",6,2270
"No, it wasn't.  It was very pretty.  I still have it and I wear it often.",6,2271
You went out of your way to torture me over Peter Burden.,3,728
"No, I didn't.  You worked the whole thing up in your jealous imagination.",6,2272
"You must admit, he was in love with you, wasn't he?",6,2273
"Just a little perhaps, nothing serious.",6,2274
You let him kiss you.  You said you did.,6,2275
"Well, what of it?",3,731
What of it?,5,732
It didn't hurt him at all and I enjoyed it.,1,2276
"Well, what about me?",6,2277
"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",6,2278
"Well, that's a nice point of view I must say.",1,2279
I'm bored with this conversation.,0,1545
"Me, too.  Bored stiff.  You want some brandy?",0,2280
"No, thanks.",6,2281
I think I'll have some.,6,2282
Don't see why you want any.  You've already had two glasses.,5,2283
No particular reason.  Anyhow they were very small ones.,6,2284
Just seems so silly to go on and on and on with such a thing.,6,2285
You can hardly call three liquor glasses in a whole evening going on and on and on.,6,2286
"Well, it's become a habit with you.",6,2287
"You needn't be so grand, just because you don't happen to want any yourself at the moment.",6,2288
Don't be so stupid.,3,2289
"Really, Amanda.",5,748
What?,5,328
Nothing.,6,749
Going out somewhere dear?,5,2290
"No, just making myself fascinating for you.",6,2291
That reply has broken my heart.,0,752
"A woman's job is to allure the man.  Watch me a minute, will you?",6,2292
"As a matter of fact, that's perfectly true.",6,2293
"No, it isn't.",6,2294
"Yes, it is.",6,1561
"Oh, be quiet.",6,2295
"Ah, it's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.",0,2296
Doesn't seem to have worked such wonders with you.,5,2297
"Snap, snap, snap, like a little adder.",3,2298
"Adders don't snap, they sting.",3,760
Nonsense.  They have a little bag of venom behind their fangs and they snap.,3,2299
They sting.,3,1567
They snap.,3,2300
"I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",3,2301
Did you see much of Peter Burden after our divorce?,6,763
"Yes, I did.  Quite a lot.",5,2302
"Hmm, I imagine you let him kiss you a good deal more then.",6,2303
Mind your own business.,6,766
"Oh, must have had a riotous time. No restraint at all.  Very enjoyable and never had much anyhow.",1,2304
You're quite insufferable,3,2305
I expect it's because you're drunk.,6,2306
I'm not in the least drunk.,6,2307
You've always had a weak head.,6,769
"As I mentioned before, I have had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.",6,2308
"On the contrary, a child of two could get violently drunk on only one glass of brandy.",6,2309
"Oh, very interesting.  How about a child of four?  A child of six?  Or a child of nine?",5,2310
Shut up.,3,774
"We could get a good debate going about this, don't you think?  Intemperate tots.",6,2311
"Not very funny, dear.  You'd better have some more brandy.",5,2312
All right.  I will.,6,2313
"You better turn that off, I think.",6,2314
Why?,5,343
Because it's late and it'll annoy the people upstairs.,3,2315
There aren't any people upstairs.  It's a photographer's studio.,6,2316
There are people downstairs I suppose?,5,2317
They're away in Tunis.,6,2318
This is no time of the year for Tunis.,6,2319
"Turn it on again, please.",6,782
I'll do no such thing.,3,2320
"Very well, if you insist on being boorish and idiotic.",6,2321
Turn it off.  It's driving me mad.,3,2322
You are far too temperamental.  Try to control yourself.,3,2323
Turn it off.,6,787
Stop it.  Go away.  I hate you.,3,2324
"Amanda, listen. listen",6,2325
"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",4,2326
"Very amusing, indeed.",1,2327
"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",3,2328
"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",6,2329
This is the end.  Finally and forever.  Do you hear me?  The end.,6,2330
You're not going like this.,6,794
"Oh Yes, I am.",6,2331
You're not.,6,796
I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.,3,2332
Shut up. Shut up.,3,2333
I wouldn't-- I wouldn't marry--,3,2334
I wouldn't marry you if you came in crawling on your knees,6,2335
Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,3,2336
You're a evil vampire and I hope to God I never see you again as long as I live.,6,2337
All right. Finally. Here you go.,6,2338
"Hi, How can I help you?",4,2339
"Yea. I just want to get this done,",6,2340
"Sure, um",6,2341
get my new license.,6,2342
do you have two forms of ID with you?,6,2343
"Um, no, I got my driver's license though.",6,2344
"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",0,2345
"Uh, sorry, I forgot them. I mean I've got to -",0,2346
Well,6,2347
well is the dri-driver's license going to work?,6,2348
I- I can take your driver's license but I need another form of ID in order to process this paper work.,6,2349
"Okay, so what are you saying? What-",3,2350
"Um, that you would need to go home and get another form of ID and come back.",6,2351
"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",5,2352
"Well, I'm sorry sir but",0,2353
three hours and,6,2354
you need to bring two forms of ID there is nothing we can do about it.,6,2355
Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,5,2356
"Well, it's actually-",6,2357
"It's standard that you bring a couple of forms of ID, I'm sorry.",0,2358
"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",6,2359
"Well, I'm sorry, sir, but we're not responsible.",0,2360
"I filled out the application right, didn't I?",6,2361
"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",6,2362
Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,6,2363
"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",0,2364
I've been waiting for three hours.,6,2365
"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",0,2366
This is ridiculous. Come on,3,2367
"I'm sorry, sir.",0,2368
"I cannot go back in that line. I've got stuff I need to do, I mean-",6,2369
there is nothing I can do.,0,2370
"But my driver's license - I had to have my birth certificate to get my driver's license in the first place right, I mean this - here is my driver's license so",6,2371
"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",0,2372
That doesn't make any sense. Why?,6,2373
"I'm sorry, sir. There is nothing I can do.",0,2374
You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,6,2375
"Well, if you had checked the web site it would have said.",6,2376
If you had checked the website it would have said that you needed two forms of identification.,6,2377
"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",5,2378
"Well, maybe you should",6,2379
I waited in line now I'm ready to get my stuff and then go home.,6,2380
Right. So maybe you should go home now and get your paperwork and come back.,6,2381
"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",0,2382
"God, oh my-",5,2383
This is ridiculous.,6,2384
"I'm sorry, sir, it's not my choice.",0,2385
I don't want you to go.,0,2386
"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",0,2387
"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",0,2388
I don't want to be a single mom.,0,2389
"You won't be. I'll be back; I'll be back before you know it. All right, and",6,2390
but,6,2391
and,6,2392
It's dangerous; I mean how can you make sure that you'll,4,2393
"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",4,2394
"I'll come back we'll have, you know, some good benefits from being in the service and then we'll live - we'll live a happy life, then the rest of us, like the three of us.",1,2395
I hope so.,6,2396
A little family.,1,2397
I hope so.,6,2396
You gotta,6,2398
It's going to be really rough.,6,2399
"You gotta take care of our baby for me, alright?",3,2400
I'll send you lots of pictures.,6,2401
"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",6,2402
I've never been - I've never been away from you for two weeks let alone a year.,6,2403
"Well, just promise me that you going to be safe.",6,2404
"I mean can't they put you in like, you know kitchen work or something where you won't get",6,2405
"No, it doesn't work that way",6,2406
"but, I mean, I'm going to do whatever I can and get back here as fast as I can.",6,2407
It doesn't make any sense; I don't know why we have to be at war in the first place.,6,2408
"I know, but it's not our decision, I guess, you know, I mean",6,2409
there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,6,2410
"and it'll work out you know, go there and do that. Yeah, I'll be back",6,2411
"Will you write me letters, paper ones?",6,2412
"Yeah, of course. I don't know if we'll have computers or anything like that you know, so probably my only option then.",6,2413
"Yeah, I'll write you every day 'cause you're the only thing that's going to be on my mind.",6,2414
"Our baby needs a dad; you can't leave. Okay, you can't disappear.",6,2415
"Our baby has a dad, alright. Daddy is going to be back soon.",1,2416
"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",0,2417
I'll miss you too.,0,2418
"Oh, you're never going to believe it.",5,2419
What? What? You look really happy what's going on?,5,2420
"Well, I finally did it",6,2421
Finally did what?,5,2422
I-I asked her to marry me.,4,2423
"You did? Oh, my Gosh, I'm so proud of you.",5,2424
"Yes, I know. [LAUGHTER]",6,2425
"Oh, my Gosh. Well, and did",5,2426
"I'm so nervous you know, I'm-",4,2427
Did she say yes?,5,2428
"Yes, she said yes. [LAUGHTER] I know",6,2429
That's like the most definitive.,6,2430
I know Uhm- I can't believe it.  It's like-,5,2431
"Oh, my gosh, wait so when did you decide to do this, I mean,",5,2432
I would have thought you would have told me that you were planning on doing this.,5,2433
"Well, yes, I wanted it you know I guess sort of as a surprise for everyone so",5,2434
"Yea, I guess so. Oh, my Gosh. Was she surprised?",5,2435
"Yes, yes. You know, she - she was like - I mean, she was happy, you know",1,2436
Yeah.,6,2
"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now.",6,2437
So what did you do?,5,2438
"Oh, well, it was -- you know, we were at this- at this concert and yeah",6,2439
so I-I talked to some of the crew before hand and-,6,2440
"Oh, You did not.",5,2441
I-I did.,6,2442
"Oh, my Gosh. that's so cute",5,2443
"So I got the band to do something, you know, like towards the end of the song I got to go up on stage and, uh",6,2444
"That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God.",5,2445
"I know, so",6,2446
I got to freak her out.,3,2447
"No, yes -- so",6,2448
She must have flipped out.,6,2449
"Yea, that way she was guaranteed that she could not say no.",6,2450
Right exactly because you can't say no in front of thousands of people. [LAUGHTER],6,2451
"No, but it was good.",1,2452
Did you bring her up on stage too?,5,2453
"Yes, yes. [LAUGHTER]",6,2454
"Oh, my Gosh, that's so cute.",5,2455
"I know it was, I don't know I was really nervous but I'm really - I'm really glad.",1,2456
Are your parents excited or...?,5,2457
"Oh yes, they - they you know they love her and so I mean...",1,2458
"Yea, totally. So when is it going to happen?",6,2459
"Well, we're thinking uh - we're thinking winter time, you know, we're going to do it in the winter and then maybe, you know, maybe",6,2460
"I don't know either do a honeymoon like in the snow or fly down to like Australia, Southern Hemisphere, [GARBAGE] so we'll decide with that.",6,2461
"Ooh, that would be fun.",1,2462
"Do you think you'll get a house or something, like you guys are looking to buy some place or",6,2463
"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first",6,2464
Yeah. [LAUGHTER],6,2465
but like you know it's just - I guess we're just excited right now that we'll get to continue it together.,1,2466
"Oh my Gosh. I cannot believe you're getting married, that is so cool.",5,2467
I know.,6,39
"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]",1,2468
"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",6,2469
Did you have a good ring? You better have had a good ring.,0,2470
"Sure. Oh, yes.",6,2471
Good. The ring makes all the difference.,6,2472
You know I had my mom come along maybe help me out a little bit because she's got good taste. but,6,2473
"Oh, that's awesome.",1,2474
"Yes, well, Thanks, thanks. Thank you. yeah",1,2475
"Yay, well congratulations, that's so cool. [BREATHING] I can't wait.",1,2476
Hah.,6,2477
"Uhm, I don't know",5,2478
So how you feeling?,6,2479
I don't know what I'm going to do about this; I mean,5,2480
"I have got to get a job, you know? Like-",0,2481
"You've been doing a lot of work for it, right?",6,2482
"Well, yea you know, I get my resumes and I mean I-",6,2483
"Right, so the fact you doing the best that you can is -",6,2484
"I go out all the places I can, every place that'll give an interview you know.",6,2485
"you know you shouldn't give yourself a hard time for that, it's the best you can.",6,2486
"But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or",6,2487
"Well, but you care about what you do, right?",6,2488
"I don't know, I mean why - why",5,2489
"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",6,2490
"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",6,2491
"Well, and that's what I begin to question after a while is maybe I just don't want it, maybe it's not even worth it, you know, like",6,2492
"I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",3,2493
"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",6,2494
"Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.",3,2495
You are persistence. I mean that's important. that's,6,2496
"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",4,2497
"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",6,2498
"I mean, maybe I'm not, you know. I don't have a job. Maybe - maybe I'm not as good as-as I thought I was and",0,2499
I just got a whole skewed opinion on just how this is supposed to work out and,6,2500
I'm sorry.,0,2501
"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",6,2502
"maybe - maybe take up painting, I don't know, you know.",6,2503
"Do something that I don't have to go out and do something, stay at home, I don't know.",6,2504
Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,6,2505
"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",6,2506
"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",6,2507
So you should take that in consideration rather than giving yourself such a hard time.,6,2508
"I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't",0,2509
"It might be the latter I don't know because you're not the worst, I mean you're great, you very talented at what you do.",6,2510
this doesn't happen to a normal person.,6,2511
"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",6,2512
"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",6,2513
"I mean, I don't know, I don't see - I don't see any other way - any other way around it right now.",6,2514
"Maybe you should take a little break from it, but I don't think you should stop.",6,2515
What am I going to do on a break?,6,2516
"Get out of town or something, I mean you need - you need to clear your head 'cause you seem like you're really frustrated about it. I mean you need to like, be excited about you're doing, rather than, you know upset.",3,2517
Right. Thanks for talking to me.,1,2518
Hi. Um-,6,2519
"Hi, can I help you?",4,2520
It seems that uh- my-my bag didn't make it out on the carousel.,5,2521
"Oh, did you check? Did you make sure as it went around the second time that it-",6,2522
"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",6,2523
"Okay. Well, um- the f.",3,2524
"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",6,2525
Okay. So what-what do I have to get you know,4,2526
"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",6,2527
"For some reason, so you think it won't show up?",5,2528
"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",6,2529
Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,5,2530
What? What? How does that happen?,5,2531
"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",4,2532
I really - I really need that bag.,5,2533
"I- I- I understand, but um.",4,2534
there are- I have important things in that bag. I've got,6,2535
Okay,6,2536
"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",1,2537
Right.,6,533
It's worth a lot.,1,2538
"I understand that. Um- So I'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",6,2539
"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane",6,2540
can they check there?,6,2541
"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",3,2542
on another-,6,2543
"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",6,2544
So we'll- what we'll do,6,2545
"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",6,2546
see where it came from originally. I mean it seems like-,6,2547
Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,6,2548
Theft?,5,2549
"Um, so.",6,2550
"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",3,2551
"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",6,2552
I'm sorry there is no guarantee on baggage.,0,2553
This is unbelievable. I've got,5,2554
you don't realize the stuff that I've got in that - I really need to get the suitcase okay,5,2555
"I understand, so-",6,2556
"so if it's back there or something, if there is something you can do",6,2557
"I need you to tell me because I really need to get the bag, okay?",3,2558
